id,number,title,level,type,flags,course,day,lesson,depth,note
sec-scope,1,Scope,1,,,,,,,
sec-conformance,2,Conformance,1,,,,,,,
sec-conformance-normative-optional,2.1,Example Normative Optional Clause Heading,2,,normative-optional example,,,,,
sec-conformance-legacy,2.2,Example Legacy Clause Heading,2,,legacy example,,,,,
sec-conformance-legacy-normative-optional,2.3,Example Legacy Normative Optional Clause Heading,2,,legacy normative-optional example,,,,,
sec-normative-references,3,Normative References,1,,,,,,,
sec-overview,4,Overview,1,,,,,,,
sec-web-scripting,4.1,Web Scripting,2,,,,,,,
sec-hosts-and-implementations,4.2,Hosts and Implementations,2,,,,,,,
sec-ecmascript-overview,4.3,ECMAScript Overview,2,,,,,,,
sec-objects,4.3.1,Objects,3,,,,,,,
sec-strict-variant-of-ecmascript,4.3.2,The Strict Variant of ECMAScript,3,,,,,,,
sec-terms-and-definitions,4.4,Terms and Definitions,2,,,,,,,
sec-terms-and-definitions-implementation-approximated,4.4.1,implementation-approximated,3,,,,,,,
sec-terms-and-definitions-implementation-defined,4.4.2,implementation-defined,3,,,,,,,
sec-terms-and-definitions-host-defined,4.4.3,host-defined,3,,,,,,,
sec-type,4.4.4,type,3,,,,,,,
sec-primitive-value,4.4.5,primitive value,3,,,,,,,
sec-terms-and-definitions-object,4.4.6,object,3,,,,,,,
sec-constructor,4.4.7,constructor,3,,,,,,,
sec-terms-and-definitions-prototype,4.4.8,prototype,3,,,,,,,
sec-ordinary-object,4.4.9,ordinary object,3,,,,,,,
sec-exotic-object,4.4.10,exotic object,3,,,,,,,
sec-standard-object,4.4.11,standard object,3,,,,,,,
sec-built-in-object,4.4.12,built-in object,3,,,,,,,
sec-undefined-value,4.4.13,undefined value,3,,,,,,,
sec-terms-and-definitions-undefined-type,4.4.14,Undefined type,3,,,,,,,
sec-null-value,4.4.15,null value,3,,,,,,,
sec-terms-and-definitions-null-type,4.4.16,Null type,3,,,,,,,
sec-terms-and-definitions-boolean-value,4.4.17,Boolean value,3,,,,,,,
sec-terms-and-definitions-boolean-type,4.4.18,Boolean type,3,,,,,,,
sec-boolean-object,4.4.19,Boolean object,3,,,,,,,
sec-terms-and-definitions-string-value,4.4.20,String value,3,,,,,,,
sec-terms-and-definitions-string-type,4.4.21,String type,3,,,,,,,
sec-string-object,4.4.22,String object,3,,,,,,,
sec-terms-and-definitions-number-value,4.4.23,Number value,3,,,,,,,
sec-terms-and-definitions-number-type,4.4.24,Number type,3,,,,,,,
sec-number-object,4.4.25,Number object,3,,,,,,,
sec-terms-and-definitions-infinity,4.4.26,Infinity,3,,,,,,,
sec-terms-and-definitions-nan,4.4.27,NaN,3,,,,,,,
sec-terms-and-definitions-bigint-value,4.4.28,BigInt value,3,,,,,,,
sec-terms-and-definitions-bigint-type,4.4.29,BigInt type,3,,,,,,,
sec-bigint-object,4.4.30,BigInt object,3,,,,,,,
sec-symbol-value,4.4.31,Symbol value,3,,,,,,,
sec-terms-and-definitions-symbol-type,4.4.32,Symbol type,3,,,,,,,
sec-symbol-object,4.4.33,Symbol object,3,,,,,,,
sec-terms-and-definitions-function,4.4.34,function,3,,,,,,,
sec-built-in-function,4.4.35,built-in function,3,,,,,,,
sec-built-in-constructor,4.4.36,built-in constructor,3,,,,,,,
sec-property,4.4.37,property,3,,,,,,,
sec-method,4.4.38,method,3,,,,,,,
sec-built-in-method,4.4.39,built-in method,3,,,,,,,
sec-attribute,4.4.40,attribute,3,,,,,,,
sec-own-property,4.4.41,own property,3,,,,,,,
sec-inherited-property,4.4.42,inherited property,3,,,,,,,
sec-organization-of-this-specification,4.5,Organization of This Specification,2,,,,,,,
sec-notational-conventions,5,Notational Conventions,1,,,,,,,
sec-syntactic-and-lexical-grammars,5.1,Syntactic and Lexical Grammars,2,,,,,,,
sec-context-free-grammars,5.1.1,Context-Free Grammars,3,,,,,,,
sec-lexical-and-regexp-grammars,5.1.2,The Lexical and RegExp Grammars,3,,,,,,,
sec-numeric-string-grammar,5.1.3,The Numeric String Grammar,3,,,,,,,
sec-syntactic-grammar,5.1.4,The Syntactic Grammar,3,,,,,,,
sec-grammar-notation,5.1.5,Grammar Notation,3,,,,,,,
sec-terminal-symbols,5.1.5.1,Terminal Symbols,4,,,,,,,
sec-nonterminal-symbols-and-productions,5.1.5.2,Nonterminal Symbols and Productions,4,,,,,,,
sec-optional-symbols,5.1.5.3,Optional Symbols,4,,,,,,,
sec-grammatical-parameters,5.1.5.4,Grammatical Parameters,4,,,,,,,
sec-one-of,5.1.5.5,one of,4,,,,,,,
sec-empty,5.1.5.6,[empty],4,,,,,,,
sec-lookahead-restrictions,5.1.5.7,Lookahead Restrictions,4,,,,,,,
sec-no-lineterminator-here,5.1.5.8,[no LineTerminator here],4,,,,,,,
sec-but-not,5.1.5.9,but not,4,,,,,,,
sec-descriptive-phrases,5.1.5.10,Descriptive Phrases,4,,,,,,,
sec-algorithm-conventions,5.2,Algorithm Conventions,2,,,,,,,
sec-evaluation-order,5.2.1,Evaluation Order,3,,,,,,,
sec-algorithm-conventions-abstract-operations,5.2.2,Abstract Operations,3,,,,,,,
sec-algorithm-conventions-syntax-directed-operations,5.2.3,Syntax-Directed Operations,3,,,,,,,
sec-runtime-semantics,5.2.4,Runtime Semantics,3,,,,,,,
sec-completion-ao,5.2.4.1,Completion ( completionRecord ),4,abstract operation,,,,,,
sec-throw-an-exception,5.2.4.2,Throw an Exception,4,,,,,,,
sec-shorthands-for-unwrapping-completion-records,5.2.4.3,Shorthands for Unwrapping Completion Records,4,,,,,,,
sec-implicit-normal-completion,5.2.4.4,Implicit Normal Completion,4,,,,,,,
sec-static-semantic-rules,5.2.5,Static Semantics,3,,,,,,,
sec-mathematical-operations,5.2.6,Mathematical Operations,3,,,,,,,
sec-value-notation,5.2.7,Value Notation,3,,,,,,,
sec-identity,5.2.8,Identity,3,,,,,,,
sec-ecmascript-data-types-and-values,6,ECMAScript Data Types and Values,1,,,,,,,
sec-ecmascript-language-types,6.1,ECMAScript Language Types,2,,,,,,,
sec-ecmascript-language-types-undefined-type,6.1.1,The Undefined Type,3,,,,,,,
sec-ecmascript-language-types-null-type,6.1.2,The Null Type,3,,,,,,,
sec-ecmascript-language-types-boolean-type,6.1.3,The Boolean Type,3,,,,,,,
sec-ecmascript-language-types-string-type,6.1.4,The String Type,3,,,,,,,
sec-stringindexof,6.1.4.1,"StringIndexOf ( string, searchValue, fromIndex )",4,abstract operation,,,,,,
sec-stringlastindexof,6.1.4.2,"StringLastIndexOf ( string, searchValue, fromIndex )",4,abstract operation,,,,,,
sec-ecmascript-language-types-symbol-type,6.1.5,The Symbol Type,3,,,,,,,
sec-well-known-symbols,6.1.5.1,Well-Known Symbols,4,,,,,,,
sec-numeric-types,6.1.6,Numeric Types,3,,,,,,,
sec-ecmascript-language-types-number-type,6.1.6.1,The Number Type,4,,,,,,,
sec-numeric-types-number-unaryMinus,6.1.6.1.1,Number::unaryMinus ( x ),5,numeric method,,,,,,
sec-numeric-types-number-bitwiseNOT,6.1.6.1.2,Number::bitwiseNOT ( x ),5,numeric method,,,,,,
sec-numeric-types-number-exponentiate,6.1.6.1.3,"Number::exponentiate ( base, exponent )",5,numeric method,,,,,,
sec-numeric-types-number-multiply,6.1.6.1.4,"Number::multiply ( x, y )",5,numeric method,,,,,,
sec-numeric-types-number-divide,6.1.6.1.5,"Number::divide ( x, y )",5,numeric method,,,,,,
sec-numeric-types-number-remainder,6.1.6.1.6,"Number::remainder ( n, d )",5,numeric method,,,,,,
sec-numeric-types-number-add,6.1.6.1.7,"Number::add ( x, y )",5,numeric method,,,,,,
sec-numeric-types-number-subtract,6.1.6.1.8,"Number::subtract ( x, y )",5,numeric method,,,,,,
sec-numeric-types-number-leftShift,6.1.6.1.9,"Number::leftShift ( x, y )",5,numeric method,,,,,,
sec-numeric-types-number-signedRightShift,6.1.6.1.10,"Number::signedRightShift ( x, y )",5,numeric method,,,,,,
sec-numeric-types-number-unsignedRightShift,6.1.6.1.11,"Number::unsignedRightShift ( x, y )",5,numeric method,,,,,,
sec-numeric-types-number-lessThan,6.1.6.1.12,"Number::lessThan ( x, y )",5,numeric method,,,,,,
sec-numeric-types-number-equal,6.1.6.1.13,"Number::equal ( x, y )",5,numeric method,,,,,,
sec-numeric-types-number-sameValue,6.1.6.1.14,"Number::sameValue ( x, y )",5,numeric method,,,,,,
sec-numeric-types-number-sameValueZero,6.1.6.1.15,"Number::sameValueZero ( x, y )",5,numeric method,,,,,,
sec-numberbitwiseop,6.1.6.1.16,"NumberBitwiseOp ( op, x, y )",5,abstract operation,,,,,,
sec-numeric-types-number-bitwiseAND,6.1.6.1.17,"Number::bitwiseAND ( x, y )",5,numeric method,,,,,,
sec-numeric-types-number-bitwiseXOR,6.1.6.1.18,"Number::bitwiseXOR ( x, y )",5,numeric method,,,,,,
sec-numeric-types-number-bitwiseOR,6.1.6.1.19,"Number::bitwiseOR ( x, y )",5,numeric method,,,,,,
sec-numeric-types-number-tostring,6.1.6.1.20,"Number::toString ( x, radix )",5,numeric method,,,,,,
sec-ecmascript-language-types-bigint-type,6.1.6.2,The BigInt Type,4,,,,,,,
sec-numeric-types-bigint-unaryMinus,6.1.6.2.1,BigInt::unaryMinus ( x ),5,numeric method,,,,,,
sec-numeric-types-bigint-bitwiseNOT,6.1.6.2.2,BigInt::bitwiseNOT ( x ),5,numeric method,,,,,,
sec-numeric-types-bigint-exponentiate,6.1.6.2.3,"BigInt::exponentiate ( base, exponent )",5,numeric method,,,,,,
sec-numeric-types-bigint-multiply,6.1.6.2.4,"BigInt::multiply ( x, y )",5,numeric method,,,,,,
sec-numeric-types-bigint-divide,6.1.6.2.5,"BigInt::divide ( x, y )",5,numeric method,,,,,,
sec-numeric-types-bigint-remainder,6.1.6.2.6,"BigInt::remainder ( n, d )",5,numeric method,,,,,,
sec-numeric-types-bigint-add,6.1.6.2.7,"BigInt::add ( x, y )",5,numeric method,,,,,,
sec-numeric-types-bigint-subtract,6.1.6.2.8,"BigInt::subtract ( x, y )",5,numeric method,,,,,,
sec-numeric-types-bigint-leftShift,6.1.6.2.9,"BigInt::leftShift ( x, y )",5,numeric method,,,,,,
sec-numeric-types-bigint-signedRightShift,6.1.6.2.10,"BigInt::signedRightShift ( x, y )",5,numeric method,,,,,,
sec-numeric-types-bigint-unsignedRightShift,6.1.6.2.11,"BigInt::unsignedRightShift ( x, y )",5,numeric method,,,,,,
sec-numeric-types-bigint-lessThan,6.1.6.2.12,"BigInt::lessThan ( x, y )",5,numeric method,,,,,,
sec-numeric-types-bigint-equal,6.1.6.2.13,"BigInt::equal ( x, y )",5,numeric method,,,,,,
sec-binaryand,6.1.6.2.14,"BinaryAnd ( x, y )",5,abstract operation,,,,,,
sec-binaryor,6.1.6.2.15,"BinaryOr ( x, y )",5,abstract operation,,,,,,
sec-binaryxor,6.1.6.2.16,"BinaryXor ( x, y )",5,abstract operation,,,,,,
sec-bigintbitwiseop,6.1.6.2.17,"BigIntBitwiseOp ( op, x, y )",5,abstract operation,,,,,,
sec-numeric-types-bigint-bitwiseAND,6.1.6.2.18,"BigInt::bitwiseAND ( x, y )",5,numeric method,,,,,,
sec-numeric-types-bigint-bitwiseXOR,6.1.6.2.19,"BigInt::bitwiseXOR ( x, y )",5,numeric method,,,,,,
sec-numeric-types-bigint-bitwiseOR,6.1.6.2.20,"BigInt::bitwiseOR ( x, y )",5,numeric method,,,,,,
sec-numeric-types-bigint-tostring,6.1.6.2.21,"BigInt::toString ( x, radix )",5,numeric method,,,,,,
sec-object-type,6.1.7,The Object Type,3,,,,,,,
sec-property-attributes,6.1.7.1,Property Attributes,4,,,,,,,
sec-object-internal-methods-and-internal-slots,6.1.7.2,Object Internal Methods and Internal Slots,4,,,,,,,
sec-invariants-of-the-essential-internal-methods,6.1.7.3,Invariants of the Essential Internal Methods,4,,,,,,,
sec-well-known-intrinsic-objects,6.1.7.4,Well-Known Intrinsic Objects,4,,,,,,,
sec-ecmascript-specification-types,6.2,ECMAScript Specification Types,2,,,,,,,
sec-enum-specification-type,6.2.1,The Enum Specification Type,3,,,,,,,
sec-list-and-record-specification-type,6.2.2,The List and Record Specification Types,3,,,,,,,
sec-set-and-relation-specification-type,6.2.3,The Set and Relation Specification Types,3,,,,,,,
sec-completion-record-specification-type,6.2.4,The Completion Record Specification Type,3,,,,,,,
sec-normalcompletion,6.2.4.1,NormalCompletion ( value ),4,abstract operation,,,,,,
sec-throwcompletion,6.2.4.2,ThrowCompletion ( value ),4,abstract operation,,,,,,
sec-returncompletion,6.2.4.3,ReturnCompletion ( value ),4,abstract operation,,,,,,
sec-updateempty,6.2.4.4,"UpdateEmpty ( completionRecord, value )",4,abstract operation,,,,,,
sec-reference-record-specification-type,6.2.5,The Reference Record Specification Type,3,,,,,,,
sec-ispropertyreference,6.2.5.1,IsPropertyReference ( V ),4,abstract operation,,,,,,
sec-isunresolvablereference,6.2.5.2,IsUnresolvableReference ( V ),4,abstract operation,,,,,,
sec-issuperreference,6.2.5.3,IsSuperReference ( V ),4,abstract operation,,,,,,
sec-isprivatereference,6.2.5.4,IsPrivateReference ( V ),4,abstract operation,,,,,,
sec-getvalue,6.2.5.5,GetValue ( V ),4,abstract operation,,,,,,
sec-putvalue,6.2.5.6,"PutValue ( V, W )",4,abstract operation,,,,,,
sec-getthisvalue,6.2.5.7,GetThisValue ( V ),4,abstract operation,,,,,,
sec-initializereferencedbinding,6.2.5.8,"InitializeReferencedBinding ( V, W )",4,abstract operation,,,,,,
sec-makeprivatereference,6.2.5.9,"MakePrivateReference ( baseValue, privateIdentifier )",4,abstract operation,,,,,,
sec-property-descriptor-specification-type,6.2.6,The Property Descriptor Specification Type,3,,,,,,,
sec-isaccessordescriptor,6.2.6.1,IsAccessorDescriptor ( Desc ),4,abstract operation,,,,,,
sec-isdatadescriptor,6.2.6.2,IsDataDescriptor ( Desc ),4,abstract operation,,,,,,
sec-isgenericdescriptor,6.2.6.3,IsGenericDescriptor ( Desc ),4,abstract operation,,,,,,
sec-frompropertydescriptor,6.2.6.4,FromPropertyDescriptor ( Desc ),4,abstract operation,,,,,,
sec-topropertydescriptor,6.2.6.5,ToPropertyDescriptor ( Obj ),4,abstract operation,,,,,,
sec-completepropertydescriptor,6.2.6.6,CompletePropertyDescriptor ( Desc ),4,abstract operation,,,,,,
sec-lexical-environment-and-environment-record-specification-types,6.2.7,The Environment Record Specification Type,3,,,,,,,
sec-abstract-closure,6.2.8,The Abstract Closure Specification Type,3,,,,,,,
sec-data-blocks,6.2.9,Data Blocks,3,,,,,,,
sec-createbytedatablock,6.2.9.1,CreateByteDataBlock ( size ),4,abstract operation,,,,,,
sec-createsharedbytedatablock,6.2.9.2,CreateSharedByteDataBlock ( size ),4,abstract operation,,,,,,
sec-copydatablockbytes,6.2.9.3,"CopyDataBlockBytes ( toBlock, toIndex, fromBlock, fromIndex, count )",4,abstract operation,,,,,,
sec-privateelement-specification-type,6.2.10,The PrivateElement Specification Type,3,,,,,,,
sec-classfielddefinition-record-specification-type,6.2.11,The ClassFieldDefinition Record Specification Type,3,,,,,,,
sec-private-names,6.2.12,Private Names,3,,,,,,,
sec-classstaticblockdefinition-record-specification-type,6.2.13,The ClassStaticBlockDefinition Record Specification Type,3,,,,,,,
sec-abstract-operations,7,Abstract Operations,1,,,,,,,
sec-type-conversion,7.1,Type Conversion,2,,,,,,,
sec-toprimitive,7.1.1,"ToPrimitive ( input [ , preferredType ] )",3,abstract operation,,,,,,
sec-ordinarytoprimitive,7.1.1.1,"OrdinaryToPrimitive ( O, hint )",4,abstract operation,,,,,,
sec-toboolean,7.1.2,ToBoolean ( argument ),3,abstract operation,,,,,,
sec-tonumeric,7.1.3,ToNumeric ( value ),3,abstract operation,,,,,,
sec-tonumber,7.1.4,ToNumber ( argument ),3,abstract operation,,,,,,
sec-tonumber-applied-to-the-string-type,7.1.4.1,ToNumber Applied to the String Type,4,,,,,,,
sec-stringtonumber,7.1.4.1.1,StringToNumber ( str ),5,abstract operation,,,,,,
sec-runtime-semantics-stringnumericvalue,7.1.4.1.2,Runtime Semantics: StringNumericValue,5,sdo,,,,,,
sec-roundmvresult,7.1.4.1.3,RoundMVResult ( n ),5,abstract operation,,,,,,
sec-tointegerorinfinity,7.1.5,ToIntegerOrInfinity ( argument ),3,abstract operation,,,,,,
sec-toint32,7.1.6,ToInt32 ( argument ),3,abstract operation,,,,,,
sec-touint32,7.1.7,ToUint32 ( argument ),3,abstract operation,,,,,,
sec-toint16,7.1.8,ToInt16 ( argument ),3,abstract operation,,,,,,
sec-touint16,7.1.9,ToUint16 ( argument ),3,abstract operation,,,,,,
sec-toint8,7.1.10,ToInt8 ( argument ),3,abstract operation,,,,,,
sec-touint8,7.1.11,ToUint8 ( argument ),3,abstract operation,,,,,,
sec-touint8clamp,7.1.12,ToUint8Clamp ( argument ),3,abstract operation,,,,,,
sec-tobigint,7.1.13,ToBigInt ( argument ),3,abstract operation,,,,,,
sec-stringtobigint,7.1.14,StringToBigInt ( str ),3,abstract operation,,,,,,
sec-stringintegerliteral-grammar,7.1.14.1,StringIntegerLiteral Grammar,4,,,,,,,
sec-runtime-semantics-mv-for-stringintegerliteral,7.1.14.2,Runtime Semantics: MV,4,,,,,,,
sec-tobigint64,7.1.15,ToBigInt64 ( argument ),3,abstract operation,,,,,,
sec-tobiguint64,7.1.16,ToBigUint64 ( argument ),3,abstract operation,,,,,,
sec-tostring,7.1.17,ToString ( argument ),3,abstract operation,,,,,,
sec-toobject,7.1.18,ToObject ( argument ),3,abstract operation,,,,,,
sec-topropertykey,7.1.19,ToPropertyKey ( argument ),3,abstract operation,,,,,,
sec-tolength,7.1.20,ToLength ( argument ),3,abstract operation,,,,,,
sec-canonicalnumericindexstring,7.1.21,CanonicalNumericIndexString ( argument ),3,abstract operation,,,,,,
sec-toindex,7.1.22,ToIndex ( value ),3,abstract operation,,,,,,
sec-testing-and-comparison-operations,7.2,Testing and Comparison Operations,2,,,,,,,
sec-requireobjectcoercible,7.2.1,RequireObjectCoercible ( argument ),3,abstract operation,,,,,,
sec-isarray,7.2.2,IsArray ( argument ),3,abstract operation,,,,,,
sec-iscallable,7.2.3,IsCallable ( argument ),3,abstract operation,,,,,,
sec-isconstructor,7.2.4,IsConstructor ( argument ),3,abstract operation,,,,,,
sec-isextensible-o,7.2.5,IsExtensible ( O ),3,abstract operation,,,,,,
sec-isregexp,7.2.6,IsRegExp ( argument ),3,abstract operation,,,,,,
sec-isstringwellformedunicode,7.2.7,Static Semantics: IsStringWellFormedUnicode ( string ),3,abstract operation,,,,,,
sec-sametype,7.2.8,"SameType ( x, y )",3,abstract operation,,,,,,
sec-samevalue,7.2.9,"SameValue ( x, y )",3,abstract operation,,,,,,
sec-samevaluezero,7.2.10,"SameValueZero ( x, y )",3,abstract operation,,,,,,
sec-samevaluenonnumber,7.2.11,"SameValueNonNumber ( x, y )",3,abstract operation,,,,,,
sec-islessthan,7.2.12,"IsLessThan ( x, y, LeftFirst )",3,abstract operation,,,,,,
sec-islooselyequal,7.2.13,"IsLooselyEqual ( x, y )",3,abstract operation,,,,,,
sec-isstrictlyequal,7.2.14,"IsStrictlyEqual ( x, y )",3,abstract operation,,,,,,
sec-operations-on-objects,7.3,Operations on Objects,2,,,,,,,
sec-makebasicobject,7.3.1,MakeBasicObject ( internalSlotsList ),3,abstract operation,,,,,,
sec-get-o-p,7.3.2,"Get ( O, P )",3,abstract operation,,,,,,
sec-getv,7.3.3,"GetV ( V, P )",3,abstract operation,,,,,,
sec-set-o-p-v-throw,7.3.4,"Set ( O, P, V, Throw )",3,abstract operation,,,,,,
sec-createdataproperty,7.3.5,"CreateDataProperty ( O, P, V )",3,abstract operation,,,,,,
sec-createdatapropertyorthrow,7.3.6,"CreateDataPropertyOrThrow ( O, P, V )",3,abstract operation,,,,,,
sec-createnonenumerabledatapropertyorthrow,7.3.7,"CreateNonEnumerableDataPropertyOrThrow ( O, P, V )",3,abstract operation,,,,,,
sec-definepropertyorthrow,7.3.8,"DefinePropertyOrThrow ( O, P, desc )",3,abstract operation,,,,,,
sec-deletepropertyorthrow,7.3.9,"DeletePropertyOrThrow ( O, P )",3,abstract operation,,,,,,
sec-getmethod,7.3.10,"GetMethod ( V, P )",3,abstract operation,,,,,,
sec-hasproperty,7.3.11,"HasProperty ( O, P )",3,abstract operation,,,,,,
sec-hasownproperty,7.3.12,"HasOwnProperty ( O, P )",3,abstract operation,,,,,,
sec-call,7.3.13,"Call ( F, V [ , argumentsList ] )",3,abstract operation,,,,,,
sec-construct,7.3.14,"Construct ( F [ , argumentsList [ , newTarget ] ] )",3,abstract operation,,,,,,
sec-setintegritylevel,7.3.15,"SetIntegrityLevel ( O, level )",3,abstract operation,,,,,,
sec-testintegritylevel,7.3.16,"TestIntegrityLevel ( O, level )",3,abstract operation,,,,,,
sec-createarrayfromlist,7.3.17,CreateArrayFromList ( elements ),3,abstract operation,,,,,,
sec-lengthofarraylike,7.3.18,LengthOfArrayLike ( obj ),3,abstract operation,,,,,,
sec-createlistfromarraylike,7.3.19,"CreateListFromArrayLike ( obj [ , validElementTypes ] )",3,abstract operation,,,,,,
sec-invoke,7.3.20,"Invoke ( V, P [ , argumentsList ] )",3,abstract operation,,,,,,
sec-ordinaryhasinstance,7.3.21,"OrdinaryHasInstance ( C, O )",3,abstract operation,,,,,,
sec-speciesconstructor,7.3.22,"SpeciesConstructor ( O, defaultConstructor )",3,abstract operation,,,,,,
sec-enumerableownproperties,7.3.23,"EnumerableOwnProperties ( O, kind )",3,abstract operation,,,,,,
sec-getfunctionrealm,7.3.24,GetFunctionRealm ( obj ),3,abstract operation,,,,,,
sec-copydataproperties,7.3.25,"CopyDataProperties ( target, source, excludedItems )",3,abstract operation,,,,,,
sec-privateelementfind,7.3.26,"PrivateElementFind ( O, P )",3,abstract operation,,,,,,
sec-privatefieldadd,7.3.27,"PrivateFieldAdd ( O, P, value )",3,abstract operation,,,,,,
sec-privatemethodoraccessoradd,7.3.28,"PrivateMethodOrAccessorAdd ( O, method )",3,abstract operation,,,,,,
sec-hostensurecanaddprivateelement,7.3.29,HostEnsureCanAddPrivateElement ( O ),3,host-defined abstract operation,,,,,,
sec-privateget,7.3.30,"PrivateGet ( O, P )",3,abstract operation,,,,,,
sec-privateset,7.3.31,"PrivateSet ( O, P, value )",3,abstract operation,,,,,,
sec-definefield,7.3.32,"DefineField ( receiver, fieldRecord )",3,abstract operation,,,,,,
sec-initializeinstanceelements,7.3.33,"InitializeInstanceElements ( O, constructor )",3,abstract operation,,,,,,
sec-add-value-to-keyed-group,7.3.34,"AddValueToKeyedGroup ( groups, key, value )",3,abstract operation,,,,,,
sec-groupby,7.3.35,"GroupBy ( items, callback, keyCoercion )",3,abstract operation,,,,,,
sec-getoptionsobject,7.3.36,GetOptionsObject ( options ),3,abstract operation,,,,,,
sec-SetterThatIgnoresPrototypeProperties,7.3.37,"SetterThatIgnoresPrototypeProperties ( thisValue, home, p, v )",3,abstract operation,,,,,,
sec-operations-on-iterator-objects,7.4,Operations on Iterator Objects,2,,,,,,,
sec-iterator-records,7.4.1,Iterator Records,3,,,,,,,
sec-getiteratordirect,7.4.2,GetIteratorDirect ( obj ),3,abstract operation,,,,,,
sec-getiteratorfrommethod,7.4.3,"GetIteratorFromMethod ( obj, method )",3,abstract operation,,,,,,
sec-getiterator,7.4.4,"GetIterator ( obj, kind )",3,abstract operation,,,,,,
sec-getiteratorflattenable,7.4.5,"GetIteratorFlattenable ( obj, primitiveHandling )",3,abstract operation,,,,,,
sec-iteratornext,7.4.6,"IteratorNext ( iteratorRecord [ , value ] )",3,abstract operation,,,,,,
sec-iteratorcomplete,7.4.7,IteratorComplete ( iteratorResult ),3,abstract operation,,,,,,
sec-iteratorvalue,7.4.8,IteratorValue ( iteratorResult ),3,abstract operation,,,,,,
sec-iteratorstep,7.4.9,IteratorStep ( iteratorRecord ),3,abstract operation,,,,,,
sec-iteratorstepvalue,7.4.10,IteratorStepValue ( iteratorRecord ),3,abstract operation,,,,,,
sec-iteratorclose,7.4.11,"IteratorClose ( iteratorRecord, completion )",3,abstract operation,,,,,,
sec-iteratorcloseall,7.4.12,"IteratorCloseAll ( iters, completion )",3,abstract operation,,,,,,
sec-ifabruptcloseiterator,7.4.13,"IfAbruptCloseIterator ( value, iteratorRecord )",3,,,,,,,
sec-asynciteratorclose,7.4.14,"AsyncIteratorClose ( iteratorRecord, completion )",3,abstract operation,,,,,,
sec-ifabruptcloseasynciterator,7.4.15,"IfAbruptCloseAsyncIterator ( value, iteratorRecord )",3,,,,,,,
sec-createiterresultobject,7.4.16,"CreateIteratorResultObject ( value, done )",3,abstract operation,,,,,,
sec-createlistiteratorRecord,7.4.17,CreateListIteratorRecord ( list ),3,abstract operation,,,,,,
sec-iteratortolist,7.4.18,IteratorToList ( iteratorRecord ),3,abstract operation,,,,,,
sec-syntax-directed-operations,8,Syntax-Directed Operations,1,,,,,,,
sec-evaluation,8.1,Runtime Semantics: Evaluation,2,sdo,,,,,,
sec-syntax-directed-operations-scope-analysis,8.2,Scope Analysis,2,,,,,,,
sec-static-semantics-boundnames,8.2.1,Static Semantics: BoundNames,3,sdo,,,,,,
sec-static-semantics-declarationpart,8.2.2,Static Semantics: DeclarationPart,3,sdo,,,,,,
sec-static-semantics-isconstantdeclaration,8.2.3,Static Semantics: IsConstantDeclaration,3,sdo,,,,,,
sec-static-semantics-lexicallydeclarednames,8.2.4,Static Semantics: LexicallyDeclaredNames,3,sdo,,,,,,
sec-static-semantics-lexicallyscopeddeclarations,8.2.5,Static Semantics: LexicallyScopedDeclarations,3,sdo,,,,,,
sec-static-semantics-vardeclarednames,8.2.6,Static Semantics: VarDeclaredNames,3,sdo,,,,,,
sec-static-semantics-varscopeddeclarations,8.2.7,Static Semantics: VarScopedDeclarations,3,sdo,,,,,,
sec-static-semantics-toplevellexicallydeclarednames,8.2.8,Static Semantics: TopLevelLexicallyDeclaredNames,3,sdo,,,,,,
sec-static-semantics-toplevellexicallyscopeddeclarations,8.2.9,Static Semantics: TopLevelLexicallyScopedDeclarations,3,sdo,,,,,,
sec-static-semantics-toplevelvardeclarednames,8.2.10,Static Semantics: TopLevelVarDeclaredNames,3,sdo,,,,,,
sec-static-semantics-toplevelvarscopeddeclarations,8.2.11,Static Semantics: TopLevelVarScopedDeclarations,3,sdo,,,,,,
sec-syntax-directed-operations-labels,8.3,Labels,2,,,,,,,
sec-static-semantics-containsduplicatelabels,8.3.1,Static Semantics: ContainsDuplicateLabels,3,sdo,,,,,,
sec-static-semantics-containsundefinedbreaktarget,8.3.2,Static Semantics: ContainsUndefinedBreakTarget,3,sdo,,,,,,
sec-static-semantics-containsundefinedcontinuetarget,8.3.3,Static Semantics: ContainsUndefinedContinueTarget,3,sdo,,,,,,
sec-syntax-directed-operations-function-name-inference,8.4,Function Name Inference,2,,,,,,,
sec-static-semantics-hasname,8.4.1,Static Semantics: HasName,3,sdo,,,,,,
sec-static-semantics-isfunctiondefinition,8.4.2,Static Semantics: IsFunctionDefinition,3,sdo,,,,,,
sec-isanonymousfunctiondefinition,8.4.3,Static Semantics: IsAnonymousFunctionDefinition ( expr ),3,abstract operation,,,,,,
sec-static-semantics-isidentifierref,8.4.4,Static Semantics: IsIdentifierRef,3,sdo,,,,,,
sec-runtime-semantics-namedevaluation,8.4.5,Runtime Semantics: NamedEvaluation,3,sdo,,,,,,
sec-syntax-directed-operations-contains,8.5,Contains,2,,,,,,,
sec-static-semantics-contains,8.5.1,Static Semantics: Contains,3,sdo,,,,,,
sec-static-semantics-computedpropertycontains,8.5.2,Static Semantics: ComputedPropertyContains,3,sdo,,,,,,
sec-syntax-directed-operations-miscellaneous,8.6,Miscellaneous,2,,,,,,,
